"artifact","direct_usages"
"com.sun.grizzly:grizzly-http:1.9.21","1"
"org.eclipse.xpand:org.eclipse.xtend.typesystem.emf:1.2.0.v201112120939","1"
"com.sun.grizzly:grizzly-http:1.9.26","1"
"jruby:jruby-bin:1.0.1","1"
"org.apache.maven.mercury:mercury-logging:1.0.0-alpha-2-722647","1"
"org.apache.maven:maven-project:2.0-alpha-3","1"
"org.ow2.carol:carol:3.0.10","1"
"org.tuckey:urlrewritefilter:3.0.4","1"
"org.jboss:jboss-reflect:2.0.0.CR1","1"
"org.xwiki.commons:xwiki-commons-observation-api:4.3","1"
"org.ow2.jasmine:deployme-module-carol-rmi:2.0-M1","1"
"org.jclouds.provider:gogrid:1.3.2","1"
"org.jvnet.ogc:gml-v_2_0_0-schema:1.0.0","1"
"com.sun.grizzly:grizzly-http:1.9.33","1"
"com.sun.grizzly:grizzly-http:1.9.32","1"
"org.mortbay.jetty:jetty:6.0.0beta17","1"
"fi.jumi:jumi-actors:0.1.196","1"
"org.kohsuke.rngom:rngom:20061207","1"
"org.springframework:spring-webmvc:2.5.6.SEC02","1"
"com.sun.jersey:jersey-core:1.8-ea02","1"
"com.fifesoft:autocomplete:r239","1"
"org.apache.cxf:cxf-rt-bindings-xml:2.7.0","1"
"org.apache.geronimo.modules:geronimo-openejb:2.1.4","1"
"org.seleniumhq.selenium:selenium-ie-driver:2.23.1","1"
"org.eclipse.swt:org.eclipse.swt:3.2.0","1"
"org.ow2.easybeans:easybeans-jndi-resolver:1.2.0-M4","1"
"org.apache.felix:org.apache.felix.bundlerepository:1.2.1","1"
"com.jolira:wicket-stateless:1.0.6","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b61","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b63","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b64","1"
"org.grails:grails-bootstrap:2.1.3","1"
"org.carrot2:morfologik-polish:1.5.3","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b71","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b72","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b73","1"
"org.glassfish.packager:glassfish-upgrade:3.0-b74","1"
"org.codehaus.fabric3:fabric3-jdk-reflection:2.0.1","1"
"org.codehaus.sonar:sonar-duplications:2.4-RC1","1"
"org.sonatype.nexus:nexus-indexer:2.0.0","1"
"org.sonatype.nexus:nexus-indexer:2.0.5","1"
"org.eclipse.jetty:jetty-plus:7.5.4.v20111024","1"
"org.glassfish.jersey.media:jersey-media-json:2.0-m05-1","1"
"org.codehaus.groovy:groovy:1.7.5","1"
"org.codehaus.groovy:groovy:1.7.4","1"
"org.codehaus.groovy:groovy:1.7.8","1"
"org.glassfish.appclient.server:appclient-server-core:3.0-b74b","1"
"net.liftweb:lift-xmpp:1.1-M7","1"
"net.liftweb:lift-db_2.9.0-1:2.4-M2","1"
"com.force.api:force-metadata-api:22.0.0","1"
"com.sun.grizzly:grizzly-rcm:1.9.9","1"
"org.glassfish.external:trilead-ssh2-repackaged:3.1","1"
"se.vgregion.healthcare-context:healthcare-context-patient-context-composite-svc:1.7","1"
"com.googlecode.jannocessor:jannocessor-common:0.7.3","1"
"se.vgregion.healthcare-context:healthcare-context-patient-context-composite-svc:1.9","1"
"com.sun.grizzly:grizzly-rcm:1.9.3","1"
"com.sun.grizzly:grizzly-rcm:1.9.4","1"
"com.sun.grizzly:grizzly-rcm:1.9.5","1"
"com.sun.grizzly:grizzly-rcm:1.9.7","1"
"com.sun.grizzly:grizzly-rcm:1.9.8","1"
"org.glassfish.jersey.media:jersey-media-json:2.0-m04-2","1"
"org.jboss:jboss-test:1.0.4.GA","1"
"org.apache.lucene:lucene-memory:3.3.0","1"
"javadb:javadb:10.6.2.1","1"
"org.codehaus.enunciate:enunciate-core-annotations:1.26-RC1","1"
"org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0","1"
"com.swirlyvision:swirly-vision:1.0","1"
"org.ow2.jonas:jonas-security:5.0.3","1"
"org.ow2.jonas:jonas-security:5.0.4","1"
"org.ow2.jonas:jonas-security:5.0.5","1"
"org.codehaus.cake.forkjoin:cake-forkjoin:0.1","1"
"org.glassfish.admin:admin-core:3.1.1","1"
"org.apache.maven.doxia:doxia-decoration-model:1.0-alpha-7","1"
"org.apache.maven.doxia:doxia-decoration-model:1.0-alpha-8","1"
"org.glassfish.hk2:hk2-config:2.1.14","1"
"org.atmosphere:atmosphere-jersey:0.6","1"
"org.ow2.easybeans:easybeans-management:1.1.0-RC1","1"
"org.glassfish.hk2:hk2-config:2.1.16","1"
"org.apache.cxf:cxf-rt-frontend-jaxws:2.3.8","1"
"org.picketlink.idm:picketlink-idm-common:1.5.0.Alpha02","1"
"org.objectweb.petals:petals-topology:1.0","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b11","1"
"org.glassfish.common:mejb-frag:3.0-b64","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b16","1"
"org.glassfish.common:mejb-frag:3.0-b63","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b15","1"
"org.codehaus.enunciate:enunciate-spring-jaxws-rt:1.16-RC3","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b19","1"
"org.jomc:jomc-util:1.0-alpha-1","1"
"org.codehaus.swizzle:swizzle-jira:1.6","1"
"org.glassfish.core:kernel:3.2-b02","1"
"org.eclipse.jetty:jetty-io:7.1.1.v20100517","1"
"org.glassfish.core:kernel:3.2-b01","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b20","1"
"org.glassfish.connectors:work-management:3.2-b02","1"
"org.sonatype.security:security-configuration:2.2.1","1"
"org.netbeans.api:org-openide-text:RELEASE691","1"
"asm:asm-attrs:1.4.3","1"
"org.glassfish.connectors:work-management:3.2-b01","1"
"org.jvnet.hudson.dtkit:dtkit-default-junit:0.9","1"
"org.jboss.jbossts:jbossjts:4.16.2.Final","1"
"org.sonatype.security:security-web:2.4","1"
"org.ow2.orchestra:orchestra-core:4.1.0","1"
"org.apache.maven.shared:maven-shared-utils:3.2.0","1"
"com.legsem.legstar:legstar-coxbrt:1.5.8","1"
"com.mysema.rdf:rdfbean-core:1.5.4","1"
"org.ow2.easybeans:easybeans-jpa-default-toplink-essentials:1.1.0","1"
"org.apache.cocoon:cocoon-servlet-service-impl:1.0.0","1"
"com.legsem.legstar:legstar-coxbrt:1.5.3","1"
"org.apache.geronimo.modules:geronimo-persistence-jpa10:2.2.1","1"
"org.ow2.util:util-scan-impl:1.0.9","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b06","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b03","1"
"org.jclouds.api:vcloud:1.5.0-beta.2","1"
"org.apache.continuum:continuum-api:1.3.1","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b07","1"
"org.glassfish.deployment:deployment-autodeploy:3.0.1-b08","1"
"org.jclouds.api:vcloud:1.5.0-beta.9","1"
"org.chromattic:chromattic.common:1.1.0-beta4","1"
"org.chromattic:chromattic.common:1.1.0-beta6","1"
"axis:axis:${axis_version}","1"
"org.chromattic:chromattic.common:1.1.0-beta5","1"
"org.codehaus.jackson:jackson-mapper-asl:1.5.0","1"
"org.ow2.util:util-i18n:1.0.6","1"
"org.ow2.util:util-i18n:1.0.8","1"
"org.apache.openejb:javaee-api:5.0-1","1"
"org.ow2.util:util-i18n:1.0.9","1"
"org.glassfish.upgrade:upgrade-scripts:3.0.1-b19","1"
"org.glassfish.upgrade:upgrade-scripts:3.0.1-b16","1"
"org.apache.servicemix:servicemix-soap2:3.2","1"
"org.glassfish.upgrade:upgrade-scripts:3.0.1-b15","1"
"org.glassfish.web:jsp-impl:2.1.3-b14","1"
"org.codehaus.jackson:jackson-mapper-asl:1.5.3","1"
"org.glassfish.web:jsp-impl:2.1.3-b15","1"
"org.glassfish.web:jsp-impl:2.1.3-b16","1"
"org.objectweb.util:commandline:1.0","1"
"org.glassfish.web:jsp-impl:2.1.3-b19","1"
"org.parallelj:parallelj-core:1.2.1","1"
"org.jboss.resteasy:jaxrs-api:2.0.1.GA","1"
"com.sun.xml.fastinfoset:FastInfoset:1.2.12","1"
"org.glassfish.upgrade:upgrade-scripts:3.0.1-b08","1"
"org.jvnet.hudson.dtkit:dtkit-metrics-util:0.7","1"
"org.jvnet.hudson.dtkit:dtkit-metrics-util:0.6","1"
"org.glassfish.common:container-common:3.1","1"
"org.glassfish.common:container-common:3.0","1"
"org.apache.clerezza:rdf.core.test:0.13-incubating","1"
"org.xwiki.commons:xwiki-commons-logging-api:4.0.1","1"
"org.jbpm:jbpm-flow-builder:5.2.4.Final","1"
"org.atmosphere:atmosphere-gwt-common:0.9.6","1"
"org.ow2.jonas:jonas-version:5.1.0-RC1","1"
"org.atmosphere:atmosphere-gwt-common:0.9.7","1"
"org.ow2.jonas:jonas-version:5.1.0-RC3","1"
"org.ow2.jonas:jonas-version:5.1.0-RC4","1"
"org.netbeans.api:org-openide-explorer:RELEASE70","1"
"org.netbeans.api:org-openide-explorer:RELEASE71","1"
"org.netbeans.api:org-openide-explorer:RELEASE72","1"
"org.cometd.java:cometd-java-common:2.0.0","1"
"org.seleniumhq.selenium:selenium-api:2.27.0","1"
"org.drools:drools-verifier:5.0.1","1"
"net.stickycode:sticky-coercion-api:3.9","1"
"org.jumpmind.symmetric:symmetric-csv:3.0.10","1"
"com.sun.jersey:jersey-grizzly2:1.9-ea03","1"
"org.glassfish.jdbc:jdbc-admin:3.0.1-b20","1"
"org.springframework:spring-jms:2.0.6","1"
"org.jboss.as:jboss-as-webservices-server-integration:7.1.2.Final","1"
"org.ow2.easybeans:easybeans-api:1.0-M6-JONAS","1"
"org.apache.activemq:activemq-all:5.4.3","1"
"org.eclipse.jetty:jetty-jsp:8.1.7.v20120910","1"
"org.glassfish.metro:webservices-api:2.1.2-b01","1"
"org.apache.geronimo.configs:j2ee-server:2.2.1","1"
"org.glassfish:javax.servlet:3.1.1-b07","1"
"org.apache.servicemix:servicemix-soap2:2011.01","1"
"org.glassfish:javax.servlet:3.1.1-b04","1"
"org.glassfish:javax.servlet:3.1.1-b05","1"
"org.glassfish.jdbc:jdbc-admin:3.0.1-b08","1"
"org.ow2.jonas:jonas-webservices-jaxrpc-core:5.3.0-RC1","1"
"org.glassfish:javax.servlet:3.1.1-b09","1"
"org.jboss.osgi.framework:jbosgi-framework-core:1.3.0.Final","1"
"com.sun.grizzly:grizzly-messagesbus:1.8.6-RC3","1"
"org.jboss.ironjacamar:ironjacamar-jdbc:1.0.9.Final","1"
"org.apache.maven.mercury:mercury-crypto-basic:1.0.0-alpha-2-722647","1"
"org.eclipse.jetty:jetty-jaspi:7.2.1.v20101111","1"
"org.eclipse.persistence:org.eclipse.persistence.antlr:2.3.2","1"
"org.glassfish.upgrade:upgrade-scripts:3.1.1-b10","1"
"org.glassfish:verifier-jdk-extension-bundle:3.0-b63","1"
"org.apache.archiva:archiva-database:1.3.5","1"
"org.jboss.metadata:jboss-metadata-common:7.0.3.Final","1"
"org.glassfish:javax.servlet:3.1.1-b11","1"
"org.glassfish.upgrade:upgrade-scripts:3.1.1-b11","1"
"org.jclouds.api:deltacloud:1.1.1","1"
"org.jclouds.api:deltacloud:1.1.0","1"
"org.glassfish.hk2.external:bean-validator:2.0.0","1"
"org.sonatype.sisu.inject:guice-bean-containers:1.4.2","1"
"org.glassfish.upgrade:upgrade-scripts:3.1.1-b05","1"
"org.glassfish.upgrade:upgrade-scripts:3.1.1-b07","1"
"org.glassfish.upgrade:upgrade-scripts:3.1.1-b01","1"
"org.glassfish.admingui:console-jruby-plugin-help:3.0.1-b03","1"
"org.glassfish.upgrade:upgrade-scripts:3.1.1-b02","1"
"org.apache.chemistry.opencmis:chemistry-opencmis-commons-impl:0.4.0","1"
"org.sonatype.sisu.inject:guice-bean-inject:2.1.1","1"
"org.glassfish.upgrade:upgrade-scripts:3.0.1-b20","1"
"net.jangaroo:jangaroo-runtime:2.0-preview-4","1"
"com.netflix.curator:curator-recipes:1.2.5","1"
"org.apache.wicket:wicket-extensions:6.2.0","1"
"org.ow2.util:audit-report-impl:1.0.23","1"
"org.glassfish.admin:admin-cli:3.0-b61","1"
"com.sun.corba:glassfish-corba-omgapi:3.0.1-b002","1"
"org.ow2.util:audit-report-impl:1.0.27","1"
"org.codehaus.groovy:groovy:1.8.0","1"
"org.grails:grails-spring:2.1.0.RC3","1"
"org.seleniumhq.selenium.server:selenium-server-coreless:1.0-beta-2","1"
"freemarker:freemarker:2.3.10","1"
"org.glassfish.packager:glassfish-osgi-http:3.1-b40","1"
"net.liftweb:lift-common_2.8.0:2.2-RC2","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b74a","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.0-b74b","1"
"net.liftweb:lift-common_2.8.0:2.2-RC6","1"
"org.codehaus.enunciate:enunciate-amf-rt:1.10-RC1","1"
"hibernate:antlr:2.7.5H3","1"
"org.apache.maven.scm:maven-scm-provider-git-commons:1.2","1"
"org.apache.maven.scm:maven-scm-provider-git-commons:1.1","1"
"org.apache.maven.scm:maven-scm-provider-git-commons:1.4","1"
"org.jvnet.localizer:localizer:1.2","1"
"org.apache.tapestry:tapestry-core:5.2.1","1"
"com.nhncorp.ntaf:ntaf-fitnesse:20100223","1"
"org.ow2.spec.ee:ow2-jpa-1.0-spec:1.0.7","1"
"org.ow2.spec.ee:ow2-jpa-1.0-spec:1.0.9","1"
"org.apache.bval:bval-jsr303:0.2-incubating","1"
"org.apache.activemq:activeio-core:3.0.1","1"
"org.apache.archiva:archiva-xml-tools:1.1","1"
"org.codehaus.enunciate:enunciate-rt:1.10-RC1","1"
"org.ow2.easybeans:easybeans-jpa-openjpa-glue:1.2.0-M5","1"
"org.glassfish.admin:admin-cli:3.0-b74","1"
"org.glassfish.admin:admin-cli:3.0-b64","1"
"org.glassfish.admin:admin-cli:3.0-b69","1"
"org.apache.oodt:cas-cli:0.4","1"
"fr.opensagres.xdocreport:fr.opensagres.xdocreport.core:0.9.7","1"
"fr.opensagres.xdocreport:fr.opensagres.xdocreport.core:0.9.6","1"
"org.ow2.petals:petals-topology:1.1","1"
"org.ow2.petals:petals-topology:1.4","1"
"net.stickycode:sticky-coercion-api:2.7","1"
"org.apache.tuscany.sca:tuscany-policy:1.6","1"
"org.apache.tuscany.sca:tuscany-policy:1.3","1"
"org.apache.pdfbox:fontbox:1.3.1","1"
"org.seleniumhq.selenium:selenium-ie-driver:2.24.1","1"
"org.ow2.easybeans:easybeans-component-smartclient-server:1.0.0-JONAS","1"
"org.glassfish.packager:glassfish-osgi-http:3.1-b06","1"
"org.ow2.easybeans:easybeans-transaction:1.1.0-M3","1"
"org.glassfish.common:amx-ext-impl:3.1.1-b05","1"
"org.ow2.easybeans:easybeans-transaction:1.1.0-M1","1"
"org.glassfish.common:amx-ext-impl:3.1.1-b07","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b61","1"
"org.glassfish.common:amx-ext-impl:3.1.1-b02","1"
"org.glassfish.common:amx-ext-impl:3.1.1-b01","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b63","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b64","1"
"com.googlecode.wicketelements:library:1.4.0","1"
"org.apache.aries.jndi:org.apache.aries.jndi.url:0.1-incubating","1"
"org.glassfish.packager:glassfish-osgi-http:3.1-b10","1"
"org.glassfish.packager:glassfish-osgi-http:3.1-b12","1"
"com.sun.jersey:jersey-json:1.9-ea01","1"
"com.sun.jersey:jersey-json:1.9-ea03","1"
"com.netflix.curator:curator-framework:1.2.5","1"
"org.jclouds.api:elasticstack:1.0-beta-9d","1"
"org.jvnet.flamingo:Flamingo:4.2","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b71","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b72","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b73","1"
"org.glassfish.connectors:gf-connectors-connector:3.0-b74","1"
"org.jruby.ext.posix:jna-posix:1.0.1","1"
"com.sun.grizzly:grizzly-framework:1.9.19-beta3","1"
"org.glassfish.common:amx-ext-impl:3.1.1-b11","1"
"com.sun.grizzly:grizzly-framework:1.9.19-beta4","1"
"org.glassfish.common:amx-ext-impl:3.1.1-b10","1"
"org.ow2.jasmine:jmxconnectionpooladapter-ra:1.0-SNAPSHOT","1"
"org.apache.maven:maven-aether-provider:3.0.4","1"
"geronimo-spec:geronimo-spec-j2ee:1.4-rc1","1"
"geronimo-spec:geronimo-spec-j2ee:1.4-rc3","1"
"org.apache.maven:maven-aether-provider:3.0.3","1"
"org.jboss.metadata:jboss-metadata-ejb:7.0.3.Final","1"
"org.jboss.arquillian.config:arquillian-config-impl-base:1.0.1.Final","1"
"org.glassfish.flashlight:flashlight-agent:10.0-b28","1"
"org.apache.cxf:cxf-rt-rs-extension-providers:2.6.1","1"
"org.codehaus.plexus.security:plexus-security-system:1.0-alpha-9","1"
"org.ow2.util:util-i18n:1.0.1","1"
"org.ow2.jonas:jonas-domain:5.2.3","1"
"org.ow2.util:util-i18n:1.0.4","1"
"org.ow2.util:util-i18n:1.0.3","1"
"com.github.inspektr:inspektr-common:1.0.2.GA","1"
"org.coosproject:util-j2se:1.3.0","1"
"org.glassfish.packager:glassfish-osgi-http:3.1-b30","1"
"org.glassfish.packager:glassfish-osgi-http:3.1-b31","1"
"org.glassfish.branding:branding:3.0-b71","1"
"com.typesafe.akka:akka-actor_2.10.0-RC3:2.1.0-RC3","1"
"org.glassfish.branding:branding:3.0-b69","1"
"org.glassfish.jersey.core:jersey-client:2.0-m11","1"
"org.mortbay.jetty:servlet-api-2.5:6.1.0pre3","1"
"org.jboss.shrinkwrap:shrinkwrap-impl-base:1.0.0-beta-3","1"
"org.glassfish.branding:branding:3.0-b61","1"
"org.glassfish.branding:branding:3.0-b64","1"
"org.glassfish.branding:branding:3.0-b63","1"
"org.codehaus.cargo:cargo-core-container-tomcat:1.0-alpha-2","1"
"hibernate:hibernate:3.0.1","1"
"org.glassfish.jersey.core:jersey-client:2.0-m10","1"
"org.glassfish.jdbc:templates:3.1-b12","1"
"org.glassfish.core:glassfish-extra-jre-packages:3.1.1","1"
"org.glassfish.jdbc:templates:3.1-b10","1"
"org.ow2.jonas.osgi:xmlbeans:5.3.0-RC1","1"
"tomcat:tomcat-apr:5.5.23","1"
"org.ow2.easybeans:easybeans-jpa-eclipselink-dependency:1.2.0-M5","1"
"org.apache.servicemix.bundles:org.apache.servicemix.bundles.junit:3.8.2_1","1"
"org.glassfish.jdbc:templates:3.1-b40","1"
"org.eclipse.jetty.orbit:javax.annotation:1.1.0.v201108011116","1"
"org.apache.lucene:lucene-memory:2.9.0","1"
"org.apache.lucene:lucene-memory:2.9.1","1"
"org.codehaus.cargo:cargo-core-container-tomcat:1.0-alpha-5","1"
"org.apache.myfaces.tobago:tobago-taglib-extension:1.5.0-beta-1","1"
"org.glassfish.common:mejb-frag:3.0-b74","1"
"org.glassfish.common:mejb-frag:3.0-b73","1"
"org.glassfish.common:mejb-frag:3.0-b72","1"
"org.ow2.jonas:jonas-tm-jotm:5.2.0-RC1","1"
"org.glassfish:javax.transaction:3.0-b74a","1"
"org.glassfish.jdbc:templates:3.1-b31","1"
"org.glassfish.jdbc:templates:3.1-b30","1"
"org.apache.xmlgraphics:batik-transcoder:1.7","1"
"org.glassfish.common:glassfish-api:3.1.1-b06","1"
"geronimo:geronimo-connector:${geronimo_version}","1"
"org.glassfish.common:glassfish-api:3.1.1-b07","1"
"org.glassfish.packager:glassfish-jcdi:3.1-b10","1"
"com.github.widebase:widebase-db-column_2.9.1:0.1.0","1"
"org.apache.struts.xwork:xwork-core:2.3.1.2","1"
"org.glassfish.common:glassfish-api:3.0.1-b20","1"
"fr.opensagres.xdocreport:fr.opensagres.xdocreport.converter:1.0.0","1"
"com.sun.xml.stream.buffer:streambuffer:0.4","1"
"org.eclipse.jetty:jetty-io:7.1.3.v20100526","1"
"org.ow2.easybeans:easybeans-component-event:1.1.0-M1","1"
"org.ow2.easybeans:easybeans-component-event:1.1.0-M3","1"
"org.apache.cxf:cxf-rt-bindings-soap:2.0.6","1"
"de.huxhorn.lilith:de.huxhorn.lilith.engine:0.9.33","1"
"de.huxhorn.lilith:de.huxhorn.lilith.3rdparty.macify:1.1","1"
"net.disy.legato:legato-openlayers:1.1.1","1"
"org.glassfish.jdbc:templates:3.1-b06","1"
"org.ow2.jonas:jonas-commons:5.2.0-M2-SR2","1"
"org.jomc:jomc-model:1.0-alpha-1","1"
"org.glassfish.admingui:console-cluster-plugin:3.2-b04","1"
"org.glassfish.admingui:console-cluster-plugin:3.2-b01","1"
"org.apache.tuscany.sca:tuscany-sca-api-extension:1.4","1"
"org.apache.tuscany.sca:tuscany-sca-api-extension:1.5","1"
"org.apache.tuscany.sca:tuscany-sca-api-extension:1.6","1"
"org.apache.axis2:axis2-transport-http:1.5.6","1"
"org.apache.axis2:axis2-transport-http:1.5.4","1"
"org.glassfish.branding:branding:3.0-b73","1"
"org.glassfish.branding:branding:3.0-b72","1"
"org.glassfish.branding:branding:3.0-b74","1"
"org.codehaus.modello:modello-core:1.0-alpha-7","1"
"org.codehaus.modello:modello-core:1.0-alpha-8","1"
"org.hsqldb:hsqldb:2.2.4","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.1-b10","1"
"org.glassfish.common:internal-api:3.0-b46","1"
"org.glassfish.common:internal-api:3.0-b45","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.1-b12","1"
"org.hornetq:hornetq-jms:2.2.16.Final","1"
"geronimo:geronimo-core:${geronimo_version}","1"
"net.liftweb:lift-facebook:1.1-M7","1"
"org.xwiki.platform:xwiki-core-rendering-api:2.2.3","1"
"org.glassfish.common:internal-api:3.0-b53","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b40","1"
"org.glassfish.deployment:sun-as-jsr88-dm-frag:3.1-b06","1"
"org.glassfish.common:internal-api:3.0-b56","1"
"org.apache.cxf:cxf-rt-frontend-jaxws:2.2.6","1"
"org.codehaus.modello:modello-core:1.0-alpha-1","1"
"org.apache.cxf:cxf-rt-frontend-jaxws:2.2.3","1"
"org.glassfish.common:internal-api:3.0-b59","1"
"org.glassfish.common:glassfish-api:3.0.1-b15","1"
"org.glassfish.common:glassfish-api:3.0.1-b14","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b08","1"
"org.glassfish.common:glassfish-api:3.0.1-b11","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b06","1"
"org.glassfish:javax.ejb:3.1.1-b05","1"
"org.glassfish:javax.ejb:3.1.1-b04","1"
"org.glassfish:javax.ejb:3.1.1-b07","1"
"org.glassfish:javax.ejb:3.1.1-b06","1"
"org.glassfish.common:internal-api:3.0-b70","1"
"org.glassfish.common:internal-api:3.0-b65","1"
"org.glassfish.common:internal-api:3.0-b64","1"
"org.glassfish.common:amx-all:3.2-b04","1"
"com.thoughtworks.inproctester:inproctester-jetty:1.0.12","1"
"org.glassfish:javax.ejb:3.1.1-b09","1"
"org.glassfish.common:internal-api:3.0-b69","1"
"org.glassfish:javax.ejb:3.1.1-b08","1"
"org.glassfish.common:internal-api:3.0-b68","1"
"org.glassfish.common:amx-all:3.2-b01","1"
"org.glassfish.common:glassfish-api:3.0.1-b18","1"
"org.glassfish.common:glassfish-api:3.0.1-b05","1"
"org.glassfish.common:glassfish-api:3.0.1-b02","1"
"org.carrot2:morfologik-stemming:1.5.3","1"
"org.jvnet.ogc:ows-v_1_1_0-schema:1.0.0","1"
"org.jvnet.ogc:ows-v_1_1_0-schema:1.0.3","1"
"org.glassfish:javax.ejb:3.1.1-b11","1"
"org.jdtaus.common:jdtaus-banking-api:RELEASE","1"
"org.ow2.easybeans:easybeans-component-smartclient-api:1.1.0-M1b-JONAS","1"
"org.apache.lucene:lucene-misc:3.1.0","1"
"org.apache.cxf:cxf-rt-databinding-sdo:2.6.1","1"
"org.glassfish.common:glassfish-api:3.0.1-b09","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b09","1"
"org.geotools:gt-epsg-wkt:2.6.3","1"
"org.codehaus.cargo:cargo-core-api-module:1.1.3","1"
"org.xwiki.commons:xwiki-commons-velocity:3.5","1"
"org.apache.tuscany.sca:tuscany-databinding-jaxb:1.4","1"
"org.glassfish.external:trilead-ssh2-repackaged:3.2-b01","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b16","1"
"org.glassfish.external:trilead-ssh2-repackaged:3.2-b03","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b14","1"
"org.glassfish.external:trilead-ssh2-repackaged:3.2-b04","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b12","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b10","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b20","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b19","1"
"joda-time:joda-time-jsptags:1.1.1","1"
"org.apache.poi:poi-scratchpad:3.5-beta6","1"
"org.apache.felix:org.apache.felix.useradmin:1.0.3","1"
"org.jboss.integration:jboss-classloading-spi:5.0.3.GA","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b05","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b16","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b15","1"
"org.neo4j:neo4j-jmx:1.4.M06","1"
"org.glassfish.persistence.cmp:cmp-all:3.1-b10","1"
"org.glassfish.persistence.cmp:cmp-all:3.1-b12","1"
"org.glassfish.common:amx-ext-impl:3.0.1-b11","1"
"com.googlecode.apparat:apparat-log:1.0.RC5","1"
"org.restlet:org.restlet.ext.velocity:1.1.1-b6","1"
"groovy:groovy:1.1-rc-1","1"
"org.codehaus.enunciate:enunciate-spring-app-rt:1.10-RC1","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b30","1"
"org.ow2.jonas:jonas-sec-interceptors-jrmp:5.2.0-M2-SR1","1"
"org.apache.felix.gogo:org.apache.felix.gogo.runtime:0.2.2","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b35","1"
"org.apache.cxf:cxf-rt-bindings-xml:2.5.4","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b32","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b31","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b17","1"
"org.ow2.easybeans:easybeans-component-smartclient-api:1.2.0-M5","1"
"org.ow2.easybeans:easybeans-component-smartclient-api:1.2.0-M4","1"
"org.apache.directory.shared:shared-ldap-schema-dao:0.9.18","1"
"org.ow2.easybeans:easybeans-component-smartclient-api:1.2.0-M2","1"
"org.jboss.jbossts:jbossjts:4.16.4.Final","1"
"org.eclipse.jetty:jetty-http:7.5.3.v20111011","1"
"org.glassfish.persistence.cmp:cmp-all:3.1-b31","1"
"org.glassfish.persistence.cmp:cmp-all:3.1-b30","1"
"org.glassfish.packager:glassfish-grizzly:3.1-b25","1"
"org.glassfish:osgi-jpa:3.2-b01","1"
"org.sonatype.sisu.goodies:goodies-lifecycle:1.3","1"
"org.kasource:ka-event-core:0.7","1"
"org.apache.geronimo.configs:wadi-clustering:3.0-M1","1"
"org.glassfish.admin:cli-framework:3.0-Prelude-Embedded-m2","1"
"org.apache.ws.scout:scout:1.1.1","1"
"it.tidalwave.thesefoolishthings:it-tidalwave-util-logging:1.1.3","1"
"com.cedarsoft.serialization:test-utils:3.0.0","1"
"com.sun.jersey:jersey-server:1.7-ea07","1"
"org.apache.geronimo.modules:geronimo-persistence-jpa10:2.1.5","1"
"org.apache.geronimo.modules:geronimo-persistence-jpa10:2.1.4","1"
"com.sun.jersey:jersey-server:1.7-ea02","1"
"plexus:plexus-notification:1.0-alpha-4","1"
